Kennziffer;Raumeinheit;Aggregat;Zentralörtlicher Status;Zentralörtlicher Status (zusammengefasst);Zentralörtlicher Status (differenziert);Stadt-/Gemeindetyp;Raumtyp nach Lage;Bevölkerung;Fläche;Einwohnerdichte;Anteil Siedlungs- und Verkehrsfläche;Siedlungsdichte
"12071193";"Jänschwalde";"Gemeinde";"0";"0";"0";"50";"4";"1.537";"82,00";"18,0";"43,0";"42,0"
"12071244";"Kolkwitz";"Gemeinde";"0";"0";"0";"40";"3";"9.189";"104,00";"87,0";"12,0";"707,0"
"12071294";"Neiße-Malxetal";"Gemeinde";"0";"0";"0";"50";"4";"1.624";"82,00";"19,0";"9,0";"215,0"
"12071301";"Neuhausen/Spree";"Gemeinde";"0";"0";"0";"50";"3";"4.935";"134,00";"36,0";"14,0";"253,0"
"12071304";"Peitz, Stadt";"Gemeinde";"0";"0";"0";"50";"4";"4.362";"13,00";"323,0";"25,0";"1.279,0"
"12071337";"Schenkendöbern";"Gemeinde";"0";"0";"0";"50";"4";"3.613";"215,00";"16,0";"4,0";"337,0"
"12071341";"Schmogrow-Fehrow";"Gemeinde";"0";"0";"0";"50";"4";"789";"30,00";"25,0";"5,0";"445,0"
"12071372";"Spremberg, Stadt";"Gemeinde";"1";"2";"30";"20";"3";"22.456";"202,00";"110,0";"34,0";"319,0"
"12071384";"Tauer";"Gemeinde";"0";"0";"0";"50";"4";"694";"42,00";"16,0";"4,0";"408,0"
"12071386";"Teichland";"Gemeinde";"0";"0";"0";"50";"4";"1.118";"35,00";"31,0";"16,0";"192,0"
"12071392";"Tschernitz";"Gemeinde";"0";"0";"0";"50";"4";"1.239";"13,00";"93,0";"12,0";"724,0"
"12071401";"Turnow-Preilack";"Gemeinde";"0";"0";"0";"50";"4";"1.145";"38,00";"30,0";"7,0";"397,0"
"12071408";"Welzow, Stadt";"Gemeinde";"0";"0";"0";"50";"4";"3.490";"39,00";"88,0";"34,0";"255,0"
"12071412";"Werben";"Gemeinde";"0";"0";"0";"50";"4";"1.693";"25,00";"67,0";"7,0";"872,0"
"12071414";"Wiesengrund";"Gemeinde";"0";"0";"0";"50";"4";"1.386";"50,00";"27,0";"40,0";"67,0"
"12072002";"Am Mellensee";"Gemeinde";"0";"0";"0";"40";"3";"6.747";"104,00";"64,0";"11,0";"567,0"
"12072014";"Baruth/Mark, Stadt";"Gemeinde";"0";"0";"0";"50";"4";"4.137";"233,00";"17,0";"6,0";"265,0"
"12072017";"Blankenfelde-Mahlow";"Gemeinde";"0";"0";"0";"20";"1";"27.378";"55,00";"496,0";"35,0";"1.399,0"
"12072053";"Dahme/Mark, Stadt";"Gemeinde";"0";"0";"0";"50";"4";"4.930";"162,00";"30,0";"5,0";"534,0"
"12072055";"Dahmetal";"Gemeinde";"0";"0";"0";"50";"4";"476";"41,00";"11,0";"4,0";"244,0"
"12072120";"Großbeeren";"Gemeinde";"0";"0";"0";"40";"1";"8.393";"51,00";"161,0";"20,0";"794,0"
"12072157";"Ihlow";"Gemeinde";"0";"0";"0";"50";"4";"683";"47,00";"14,0";"4,0";"310,0"
"12072169";"Jüterbog, Stadt";"Gemeinde";"1";"2";"30";"30";"4";"12.393";"176,00";"70,0";"8,0";"794,0"
"12072232";"Luckenwalde, Stadt";"Gemeinde";"1";"2";"30";"20";"3";"20.674";"46,00";"443,0";"26,0";"1.660,0"
"12072240";"Ludwigsfelde, Stadt";"Gemeinde";"1";"2";"30";"20";"1";"25.665";"109,00";"233,0";"17,0";"1.303,0"
"12072297";"Niedergörsdorf";"Gemeinde";"0";"0";"0";"40";"4";"6.123";"205,00";"29,0";"7,0";"409,0"
"12072298";"Niederer Fläming";"Gemeinde";"0";"0";"0";"50";"4";"3.086";"186,00";"16,0";"5,0";"322,0"
"12072312";"Nuthe-Urstromtal";"Gemeinde";"0";"0";"0";"40";"3";"6.578";"341,00";"19,0";"4,0";"392,0"
"12072340";"Rangsdorf";"Gemeinde";"0";"0";"0";"30";"1";"11.279";"33,00";"333,0";"24,0";"1.358,0"
"12072426";"Trebbin, Stadt";"Gemeinde";"0";"0";"0";"40";"2";"9.433";"126,00";"74,0";"10,0";"688,0"
"12072477";"Zossen, Stadt";"Gemeinde";"1";"2";"30";"30";"2";"18.915";"180,00";"104,0";"18,0";"554,0"
"12073008";"Angermünde, Stadt";"Gemeinde";"0";"0";"0";"30";"3";"13.837";"324,00";"42,0";"6,0";"628,0"
"12073032";"Berkholz-Meyenburg";"Gemeinde";"0";"0";"0";"50";"4";"1.226";"11,00";"104,0";"13,0";"780,0"
"12073069";"Boitzenburger Land";"Gemeinde";"0";"0";"0";"50";"4";"3.151";"217,00";"14,0";"5,0";"275,0"
"12073085";"Brüssow, Stadt";"Gemeinde";"0";"0";"0";"50";"4";"1.859";"101,00";"18,0";"5,0";"336,0"
"12073093";"Carmzow-Wallmow";"Gemeinde";"0";"0";"0";"50";"4";"614";"32,00";"19,0";"4,0";"458,0"
"12073097";"Casekow";"Gemeinde";"0";"0";"0";"50";"3";"1.890";"94,00";"20,0";"5,0";"354,0"
"12073157";"Flieth-Stegelitz";"Gemeinde";"0";"0";"0";"50";"4";"536";"46,00";"11,0";"4,0";"256,0"
"12073189";"Gartz (Oder), Stadt";"Gemeinde";"0";"0";"0";"50";"3";"2.550";"61,00";"41,0";"6,0";"653,0"
"12073201";"Gerswalde";"Gemeinde";"0";"0";"0";"50";"4";"1.568";"97,00";"16,0";"4,0";"325,0"
"12073216";"Göritz";"Gemeinde";"0";"0";"0";"50";"4";"805";"25,00";"31,0";"6,0";"522,0"
"12073225";"Gramzow";"Gemeinde";"0";"0";"0";"50";"3";"1.856";"66,00";"28,0";"6,0";"465,0"
"12073261";"Grünow";"Gemeinde";"0";"0";"0";"50";"3";"945";"34,00";"27,0";"6,0";"393,0"
"12073309";"Hohenselchow-Groß Pinnow";"Gemeinde";"0";"0";"0";"50";"3";"780";"41,00";"18,0";"6,0";"281,0"
"12073384";"Lychen, Stadt";"Gemeinde";"0";"0";"0";"50";"4";"3.207";"111,00";"28,0";"5,0";"562,0"
"12073386";"Mark Landin";"Gemeinde";"0";"0";"0";"50";"4";"1.013";"45,00";"22,0";"5,0";"398,0"
"12073393";"Mescherin";"Gemeinde";"0";"0";"0";"50";"3";"825";"31,00";"26,0";"7,0";"374,0"
"12073396";"Milmersdorf";"Gemeinde";"0";"0";"0";"50";"4";"1.447";"63,00";"22,0";"6,0";"325,0"
"12073404";"Mittenwalde";"Gemeinde";"0";"0";"0";"50";"4";"358";"23,00";"15,0";"4,0";"311,0"
"12073429";"Nordwestuckermark";"Gemeinde";"0";"0";"0";"50";"4";"4.248";"254,00";"16,0";"4,0";"336,0"
"12073430";"Oberuckersee";"Gemeinde";"0";"0";"0";"50";"3";"1.673";"84,00";"19,0";"5,0";"329,0"
"12073440";"Pinnow";"Gemeinde";"0";"0";"0";"50";"4";"900";"12,00";"69,0";"23,0";"300,0"
"12073452";"Prenzlau, Stadt";"Gemeinde";"1";"2";"30";"30";"3";"19.110";"142,00";"133,0";"11,0";"1.165,0"
"12073458";"Randowtal";"Gemeinde";"0";"0";"0";"50";"3";"928";"64,00";"14,0";"4,0";"291,0"
"12073490";"Schenkenberg";"Gemeinde";"0";"0";"0";"50";"4";"625";"30,00";"20,0";"5,0";"349,0"
"12073505";"Schöneberg";"Gemeinde";"0";"0";"0";"50";"4";"811";"46,00";"17,0";"4,0";"395,0"
"12073520";"Schönfeld";"Gemeinde";"0";"0";"0";"50";"4";"593";"29,00";"20,0";"7,0";"275,0"
"12073532";"Schwedt/Oder, Stadt";"Gemeinde";"1";"2";"30";"20";"3";"30.075";"205,00";"146,0";"15,0";"923,0"
"12073565";"Tantow";"Gemeinde";"0";"0";"0";"50";"3";"801";"35,00";"22,0";"5,0";"385,0"
"12073569";"Temmen-Ringenwalde";"Gemeinde";"0";"0";"0";"50";"4";"530";"63,00";"8,0";"4,0";"167,0"
"12073572";"Templin, Stadt";"Gemeinde";"1";"2";"30";"30";"4";"15.974";"379,00";"42,0";"6,0";"653,0"
"12073578";"Uckerfelde";"Gemeinde";"0";"0";"0";"50";"3";"931";"46,00";"20,0";"6,0";"326,0"
"12073579";"Uckerland";"Gemeinde";"0";"0";"0";"50";"4";"2.664";"167,00";"15,0";"5,0";"302,0"
"12073603";"Passow";"Gemeinde";"0";"0";"0";"50";"4";"1.454";"51,00";"28,0";"6,0";"425,0"
"12073645";"Zichow";"Gemeinde";"0";"0";"0";"50";"3";"565";"32,00";"17,0";"5,0";"313,0"
"13003000";"Rostock, Hansestadt";"Gemeinde";"1";"1";"10";"10";"2";"208.409";"181,00";"1.149,0";"41,0";"2.800,0"
"13004000";"Schwerin, Landeshauptstadt";"Gemeinde";"1";"1";"10";"20";"3";"95.797";"130,00";"733,0";"31,0";"2.337,0"
"13071001";"Alt Schwerin";"Gemeinde";"0";"0";"0";"40";"4";"547";"44,00";"12,0";"4,0";"254,0"
"13071002";"Altenhagen";"Gemeinde";"0";"0";"0";"40";"4";"312";"11,00";"28,0";"6,0";"416,0"
"13071003";"Altenhof";"Gemeinde";"0";"0";"0";"40";"4";"360";"16,00";"21,0";"6,0";"356,0"
"13071004";"Altentreptow, Stadt";"Gemeinde";"1";"3";"50";"40";"4";"5.308";"53,00";"100,0";"10,0";"939,0"
"13071005";"Ankershagen";"Gemeinde";"0";"0";"0";"50";"4";"522";"28,00";"18,0";"5,0";"322,0"
"13071006";"Bartow";"Gemeinde";"0";"0";"0";"40";"4";"472";"25,00";"18,0";"5,0";"314,0"
"13071007";"Basedow";"Gemeinde";"0";"0";"0";"40";"4";"688";"35,00";"19,0";"8,0";"227,0"
"13071008";"Beggerow";"Gemeinde";"0";"0";"0";"50";"4";"491";"29,00";"16,0";"4,0";"402,0"
"13071009";"Beseritz";"Gemeinde";"0";"0";"0";"50";"3";"116";"11,00";"10,0";"4,0";"246,0"
"13071010";"Blankenhof";"Gemeinde";"0";"0";"0";"50";"3";"706";"18,00";"38,0";"7,0";"530,0"
"13071011";"Blankensee";"Gemeinde";"0";"0";"0";"50";"4";"1.609";"56,00";"28,0";"6,0";"409,0"
"13071012";"Blumenholz";"Gemeinde";"0";"0";"0";"50";"4";"755";"41,00";"18,0";"5,0";"328,0"
"13071013";"Bollewick";"Gemeinde";"0";"0";"0";"40";"4";"633";"26,00";"23,0";"6,0";"374,0"
"13071014";"Borrentin";"Gemeinde";"0";"0";"0";"50";"4";"804";"48,00";"16,0";"5,0";"326,0"
"13071015";"Bredenfelde";"Gemeinde";"0";"0";"0";"40";"4";"201";"8,00";"23,0";"5,0";"418,0"
"13071016";"Breesen";"Gemeinde";"0";"0";"0";"40";"4";"535";"24,00";"21,0";"5,0";"428,0"
"13071017";"Breest";"Gemeinde";"0";"0";"0";"40";"4";"136";"9,00";"14,0";"9,0";"152,0"
"13071018";"Briggow";"Gemeinde";"0";"0";"0";"40";"4";"325";"14,00";"22,0";"4,0";"464,0"
"13071019";"Brunn";"Gemeinde";"0";"0";"0";"50";"3";"1.030";"47,00";"21,0";"5,0";"369,0"
"13071020";"Buchholz";"Gemeinde";"0";"0";"0";"40";"4";"140";"15,00";"9,0";"3,0";"291,0"
"13071021";"Burg Stargard, Stadt";"Gemeinde";"1";"3";"50";"40";"4";"5.398";"76,00";"70,0";"9,0";"754,0"
"13071022";"Burow";"Gemeinde";"0";"0";"0";"40";"4";"989";"17,00";"57,0";"13,0";"419,0"
"13071023";"Bütow";"Gemeinde";"0";"0";"0";"40";"4";"473";"26,00";"17,0";"6,0";"267,0"
"13071025";"Carpin";"Gemeinde";"0";"0";"0";"50";"4";"869";"64,00";"13,0";"3,0";"339,0"
"13071026";"Cölpin";"Gemeinde";"0";"0";"0";"40";"4";"790";"21,00";"37,0";"6,0";"548,0"
"13071027";"Dargun, Stadt";"Gemeinde";"1";"3";"50";"50";"4";"4.410";"118,00";"37,0";"5,0";"680,0"
"13071028";"Datzetal";"Gemeinde";"0";"0";"0";"40";"4";"864";"41,00";"20,0";"7,0";"296,0"
"13071029";"Demmin, Hansestadt";"Gemeinde";"1";"2";"30";"30";"4";"10.865";"82,00";"132,0";"13,0";"998,0"
"13071030";"Duckow";"Gemeinde";"0";"0";"0";"40";"4";"227";"14,00";"15,0";"4,0";"398,0"
"13071032";"Faulenrost";"Gemeinde";"0";"0";"0";"40";"4";"630";"33,00";"18,0";"4,0";"450,0"
"13071033";"Feldberger Seenlandschaft";"Gemeinde";"1";"3";"50";"50";"4";"4.443";"201,00";"22,0";"4,0";"464,0"
"13071034";"Fincken";"Gemeinde";"0";"0";"0";"40";"4";"503";"34,00";"14,0";"5,0";"259,0"
"13071035";"Friedland, Stadt";"Gemeinde";"1";"3";"50";"40";"4";"6.514";"132,00";"49,0";"9,0";"534,0"
"13071036";"Fünfseen";"Gemeinde";"0";"0";"0";"40";"4";"1.053";"51,00";"20,0";"5,0";"353,0"
"13071037";"Galenbeck";"Gemeinde";"0";"0";"0";"40";"4";"1.100";"93,00";"11,0";"4,0";"238,0"
"13071038";"Genzkow";"Gemeinde";"0";"0";"0";"40";"4";"116";"9,00";"12,0";"4,0";"282,0"
"13071039";"Gielow";"Gemeinde";"0";"0";"0";"40";"4";"1.088";"23,00";"46,0";"7,0";"584,0"
"13071041";"Gnevkow";"Gemeinde";"0";"0";"0";"40";"4";"345";"17,00";"20,0";"4,0";"405,0"
"13071042";"Godendorf";"Gemeinde";"0";"0";"0";"50";"4";"239";"13,00";"17,0";"5,0";"295,0"
"13071043";"Göhren-Lebbin";"Gemeinde";"0";"0";"0";"40";"4";"599";"32,00";"18,0";"6,0";"281,0"
"13071044";"Golchen";"Gemeinde";"0";"0";"0";"40";"4";"290";"23,00";"12,0";"7,0";"168,0"
"13071045";"Gotthun";"Gemeinde";"0";"0";"0";"40";"4";"340";"10,00";"33,0";"6,0";"492,0"
"13071046";"Grabow-Below";"Gemeinde";"0";"0";"0";"40";"4";"103";"13,00";"7,0";"5,0";"135,0"
"13071047";"Grabowhöfe";"Gemeinde";"0";"0";"0";"50";"4";"1.351";"43,00";"31,0";"9,0";"341,0"
"13071048";"Grammentin";"Gemeinde";"0";"0";"0";"40";"4";"232";"17,00";"13,0";"4,0";"293,0"
"13071049";"Grapzow";"Gemeinde";"0";"0";"0";"40";"4";"367";"15,00";"24,0";"6,0";"359,0"
"13071050";"Grischow";"Gemeinde";"0";"0";"0";"40";"4";"227";"11,00";"20,0";"8,0";"244,0"
"13071053";"Groß Kelle";"Gemeinde";"0";"0";"0";"40";"4";"101";"6,00";"15,0";"4,0";"374,0"
"13071054";"Groß Miltzow";"Gemeinde";"0";"0";"0";"50";"4";"1.011";"48,00";"20,0";"6,0";"317,0"
"13071055";"Groß Nemerow";"Gemeinde";"0";"0";"0";"40";"4";"1.150";"21,00";"54,0";"10,0";"545,0"
"13071056";"Groß Plasten";"Gemeinde";"0";"0";"0";"50";"4";"745";"17,00";"42,0";"7,0";"560,0"
"13071057";"Groß Teetzleben";"Gemeinde";"0";"0";"0";"40";"4";"668";"21,00";"30,0";"7,0";"409,0"
"13071058";"Grünow";"Gemeinde";"0";"0";"0";"50";"4";"295";"23,00";"12,0";"3,0";"324,0"
"13071059";"Gültz";"Gemeinde";"0";"0";"0";"40";"4";"515";"23,00";"21,0";"6,0";"336,0"
"13071060";"Gülzow";"Gemeinde";"0";"0";"0";"40";"4";"439";"12,00";"36,0";"4,0";"731,0"
"13071063";"Hohen Wangelin";"Gemeinde";"0";"0";"0";"50";"4";"539";"43,00";"12,0";"7,0";"170,0"
"13071064";"Hohenbollentin";"Gemeinde";"0";"0";"0";"50";"4";"111";"6,00";"16,0";"4,0";"358,0"
"13071065";"Hohenmocker";"Gemeinde";"0";"0";"0";"50";"4";"431";"27,00";"15,0";"5,0";"291,0"
"13071066";"Hohenzieritz";"Gemeinde";"0";"0";"0";"50";"4";"478";"20,00";"23,0";"5,0";"438,0"
"13071067";"Holldorf";"Gemeinde";"0";"0";"0";"40";"4";"775";"15,00";"49,0";"6,0";"815,0"
"13071068";"Ivenack";"Gemeinde";"0";"0";"0";"40";"4";"850";"39,00";"21,0";"5,0";"408,0"
"13071069";"Jabel";"Gemeinde";"0";"0";"0";"50";"4";"642";"80,00";"8,0";"5,0";"156,0"
"13071070";"Jürgenstorf";"Gemeinde";"0";"0";"0";"40";"4";"888";"22,00";"39,0";"7,0";"562,0"
"13071071";"Kargow";"Gemeinde";"0";"0";"0";"50";"4";"691";"69,00";"9,0";"7,0";"139,0"
"13071072";"Kentzlin";"Gemeinde";"0";"0";"0";"50";"4";"200";"11,00";"16,0";"15,0";"112,0"
"13071073";"Kieve";"Gemeinde";"0";"0";"0";"40";"4";"127";"15,00";"8,0";"3,0";"259,0"
"13071074";"Kittendorf";"Gemeinde";"0";"0";"0";"40";"4";"289";"21,00";"13,0";"4,0";"289,0"
"13071075";"Klein Vielen";"Gemeinde";"0";"0";"0";"50";"4";"645";"45,00";"14,0";"4,0";"314,0"
"13071076";"Kletzin";"Gemeinde";"0";"0";"0";"50";"4";"694";"27,00";"25,0";"6,0";"410,0"
"13071077";"Klink";"Gemeinde";"0";"0";"0";"50";"4";"1.127";"25,00";"45,0";"5,0";"799,0"
"13071078";"Klocksin";"Gemeinde";"0";"0";"0";"50";"4";"301";"23,00";"12,0";"10,0";"122,0"
"13071079";"Knorrendorf";"Gemeinde";"0";"0";"0";"40";"4";"579";"28,00";"20,0";"4,0";"445,0"
"13071080";"Kratzeburg";"Gemeinde";"0";"0";"0";"50";"4";"518";"55,00";"9,0";"3,0";"257,0"
"13071081";"Kriesow";"Gemeinde";"0";"0";"0";"40";"4";"300";"19,00";"15,0";"4,0";"375,0"
"13071083";"Kublank";"Gemeinde";"0";"0";"0";"50";"4";"173";"13,00";"12,0";"6,0";"198,0"
"13071084";"Kummerow";"Gemeinde";"0";"0";"0";"40";"4";"575";"57,00";"9,0";"2,0";"378,0"
"13071087";"Lärz";"Gemeinde";"0";"0";"0";"40";"4";"501";"43,00";"11,0";"8,0";"133,0"
"13071088";"Leizen";"Gemeinde";"0";"0";"0";"40";"4";"491";"27,00";"17,0";"6,0";"282,0"
"13071089";"Lindenberg";"Gemeinde";"0";"0";"0";"50";"4";"216";"13,00";"16,0";"4,0";"342,0"
"13071090";"Lindetal";"Gemeinde";"0";"0";"0";"40";"4";"1.139";"56,00";"20,0";"4,0";"425,0"
"13071091";"Ludorf";"Gemeinde";"0";"0";"0";"40";"4";"481";"48,00";"9,0";"2,0";"471,0"
"13071092";"Malchin, Stadt";"Gemeinde";"1";"3";"50";"40";"4";"7.346";"95,00";"77,0";"8,0";"874,0"
"13071093";"Malchow, Stadt";"Gemeinde";"1";"3";"50";"40";"4";"6.619";"44,00";"148,0";"13,0";"1.123,0"
"13071095";"Massow";"Gemeinde";"0";"0";"0";"40";"4";"190";"17,00";"10,0";"3,0";"275,0"
"13071096";"Meesiger";"Gemeinde";"0";"0";"0";"50";"4";"221";"8,00";"24,0";"7,0";"311,0"
"13071097";"Melz";"Gemeinde";"0";"0";"0";"40";"4";"335";"18,00";"18,0";"4,0";"408,0"
"13071099";"Mirow, Stadt";"Gemeinde";"1";"3";"50";"50";"4";"3.955";"158,00";"24,0";"5,0";"489,0"
"13071100";"Möllenbeck";"Gemeinde";"0";"0";"0";"50";"4";"700";"36,00";"19,0";"5,0";"380,0"
"13071101";"Möllenhagen";"Gemeinde";"0";"0";"0";"50";"4";"1.525";"50,00";"30,0";"10,0";"303,0"
"13071102";"Mölln";"Gemeinde";"0";"0";"0";"40";"4";"511";"29,00";"17,0";"4,0";"367,0"
"13071103";"Moltzow";"Gemeinde";"0";"0";"0";"50";"4";"916";"46,00";"19,0";"5,0";"348,0"
"13071104";"Neddemin";"Gemeinde";"0";"0";"0";"50";"3";"335";"12,00";"26,0";"11,0";"232,0"
"13071105";"Neetzka";"Gemeinde";"0";"0";"0";"50";"4";"229";"13,00";"16,0";"5,0";"301,0"
"13071107";"Neubrandenburg, Stadt";"Gemeinde";"1";"1";"10";"20";"3";"64.259";"86,00";"746,0";"37,0";"2.009,0"
"13071108";"Neuenkirchen";"Gemeinde";"0";"0";"0";"50";"3";"1.107";"23,00";"47,0";"8,0";"598,0"
"13071109";"Neukalen, Stadt";"Gemeinde";"0";"0";"0";"40";"4";"1.749";"47,00";"36,0";"7,0";"462,0"
"13071110";"Neustrelitz, Stadt";"Gemeinde";"1";"2";"30";"20";"4";"20.135";"139,00";"143,0";"11,0";"1.290,0"
"13071111";"Neverin";"Gemeinde";"0";"0";"0";"50";"3";"1.003";"13,00";"75,0";"11,0";"659,0"
"13071112";"Nossendorf";"Gemeinde";"0";"0";"0";"50";"4";"706";"35,00";"20,0";"4,0";"427,0"
"13071113";"Nossentiner Hütte";"Gemeinde";"0";"0";"0";"40";"4";"660";"40,00";"16,0";"5,0";"311,0"
"13071114";"Penkow";"Gemeinde";"0";"0";"0";"40";"4";"284";"9,00";"30,0";"5,0";"507,0"
"13071115";"Penzlin, Stadt";"Gemeinde";"1";"3";"50";"50";"4";"4.177";"115,00";"36,0";"6,0";"544,0"
"13071116";"Petersdorf";"Gemeinde";"0";"0";"0";"50";"4";"148";"7,00";"18,0";"4,0";"379,0"
"13071117";"Pragsdorf";"Gemeinde";"0";"0";"0";"40";"4";"493";"14,00";"34,0";"6,0";"541,0"
"13071118";"Priborn";"Gemeinde";"0";"0";"0";"40";"4";"362";"15,00";"23,0";"5,0";"458,0"
"13071119";"Priepert";"Gemeinde";"0";"0";"0";"50";"4";"319";"22,00";"14,0";"2,0";"506,0"
"13071120";"Pripsleben";"Gemeinde";"0";"0";"0";"40";"4";"247";"10,00";"24,0";"5,0";"441,0"
"13071122";"Rechlin";"Gemeinde";"1";"3";"50";"40";"4";"2.009";"77,00";"25,0";"13,0";"190,0"
"13071123";"Ritzerow";"Gemeinde";"0";"0";"0";"40";"4";"394";"22,00";"17,0";"4,0";"414,0"
"13071124";"Röbel/Müritz, Stadt";"Gemeinde";"1";"3";"50";"40";"4";"5.109";"30,00";"166,0";"12,0";"1.333,0"
"13071125";"Röckwitz";"Gemeinde";"0";"0";"0";"40";"4";"288";"14,00";"19,0";"5,0";"384,0"
"13071127";"Rosenow";"Gemeinde";"0";"0";"0";"40";"4";"945";"31,00";"29,0";"7,0";"375,0"
"13071128";"Sarow";"Gemeinde";"0";"0";"0";"50";"4";"711";"33,00";"21,0";"5,0";"397,0"
"13071130";"Schönbeck";"Gemeinde";"0";"0";"0";"50";"4";"450";"24,00";"18,0";"4,0";"387,0"
"13071131";"Schönfeld";"Gemeinde";"0";"0";"0";"50";"4";"366";"16,00";"22,0";"5,0";"402,0"
"13071132";"Schönhausen";"Gemeinde";"0";"0";"0";"50";"4";"230";"18,00";"12,0";"5,0";"242,0"
"13071133";"Schwarz";"Gemeinde";"0";"0";"0";"40";"4";"367";"26,00";"13,0";"5,0";"233,0"
"13071135";"Siedenbollentin";"Gemeinde";"0";"0";"0";"40";"4";"583";"18,00";"30,0";"5,0";"525,0"
"13071136";"Siedenbrünzow";"Gemeinde";"0";"0";"0";"50";"4";"519";"27,00";"18,0";"6,0";"271,0"
"13071137";"Sietow";"Gemeinde";"0";"0";"0";"40";"4";"603";"18,00";"31,0";"6,0";"528,0"
"13071138";"Silz";"Gemeinde";"0";"0";"0";"40";"4";"338";"10,00";"31,0";"9,0";"325,0"
"13071139";"Sommersdorf";"Gemeinde";"0";"0";"0";"50";"4";"220";"8,00";"25,0";"8,0";"305,0"
"13071140";"Sponholz";"Gemeinde";"0";"0";"0";"50";"3";"732";"26,00";"27,0";"9,0";"301,0"
"13071141";"Staven";"Gemeinde";"0";"0";"0";"50";"3";"397";"14,00";"26,0";"8,0";"328,0"
"13071142";"Stavenhagen, Reuterstadt, Stadt";"Gemeinde";"1";"3";"50";"40";"4";"5.766";"41,00";"140,0";"16,0";"863,0"
"13071143";"Stuer";"Gemeinde";"0";"0";"0";"40";"4";"242";"21,00";"11,0";"6,0";"176,0"
"13071144";"Torgelow am See";"Gemeinde";"0";"0";"0";"50";"4";"449";"14,00";"31,0";"4,0";"650,0"
"13071145";"Trollenhagen";"Gemeinde";"0";"0";"0";"50";"3";"895";"17,00";"50,0";"25,0";"198,0"
"13071146";"Tützpatz";"Gemeinde";"0";"0";"0";"40";"4";"575";"21,00";"26,0";"6,0";"419,0"
"13071147";"Userin";"Gemeinde";"0";"0";"0";"50";"4";"647";"46,00";"13,0";"4,0";"330,0"
"13071148";"Utzedel";"Gemeinde";"0";"0";"0";"50";"4";"485";"25,00";"18,0";"6,0";"277,0"
"13071149";"Varchentin";"Gemeinde";"0";"0";"0";"50";"4";"291";"17,00";"16,0";"4,0";"354,0"
"13071150";"Verchen";"Gemeinde";"0";"0";"0";"50";"4";"392";"11,00";"33,0";"6,0";"490,0"
"13071152";"Vipperow";"Gemeinde";"0";"0";"0";"40";"4";"411";"21,00";"19,0";"5,0";"373,0"
"13071153";"Voigtsdorf";"Gemeinde";"0";"0";"0";"50";"4";"107";"7,00";"14,0";"6,0";"201,0"
"13071154";"Vollrathsruhe";"Gemeinde";"0";"0";"0";"50";"4";"392";"31,00";"12,0";"6,0";"179,0"
"13071155";"Walow";"Gemeinde";"0";"0";"0";"40";"4";"480";"19,00";"24,0";"6,0";"384,0"
"13071156";"Waren (Müritz), Stadt";"Gemeinde";"1";"2";"30";"20";"4";"21.210";"159,00";"133,0";"8,0";"1.569,0"
"13071157";"Warrenzin";"Gemeinde";"0";"0";"0";"50";"4";"383";"29,00";"13,0";"4,0";"271,0"
"13071158";"Werder";"Gemeinde";"0";"0";"0";"40";"4";"561";"30,00";"18,0";"6,0";"271,0"
"13071159";"Wesenberg, Stadt";"Gemeinde";"1";"3";"50";"50";"4";"3.024";"89,00";"33,0";"6,0";"524,0"
"13071160";"Wildberg";"Gemeinde";"0";"0";"0";"40";"4";"516";"22,00";"22,0";"5,0";"456,0"
"13071161";"Woggersin";"Gemeinde";"0";"0";"0";"50";"3";"509";"6,00";"79,0";"10,0";"737,0"
"13071162";"Wokuhl-Dabelow";"Gemeinde";"0";"0";"0";"50";"4";"575";"46,00";"12,0";"3,0";"383,0"
"13071163";"Wolde";"Gemeinde";"0";"0";"0";"40";"4";"566";"22,00";"25,0";"6,0";"416,0"
"13071164";"Woldegk, Stadt";"Gemeinde";"1";"3";"50";"50";"4";"4.310";"156,00";"27,0";"5,0";"483,0"
"13071165";"Wredenhagen";"Gemeinde";"0";"0";"0";"40";"4";"448";"28,00";"15,0";"4,0";"327,0"
